VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA amiantés à reconditionner (métalliques, non métalliques, inertes...);Déchets technologiques TFA amiantés à reconditionner (métalliques, non métalliques, inertes...);Déchets technologiques TFA amiantés à reconditionner (métalliques, non métalliques, inertes...);TFA;TFA-05;1,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA  (métalliques, non métalliques, inertes...);Déchets technologiques TFA  (métalliques, non métalliques, inertes...);Déchets technologiques TFA  (métalliques, non métalliques, inertes...);TFA;TFA-05;0,9;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;27,9;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, 239Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (plastiques, métalliques, inertes);Déchets technologiques TFA conditionnés (plastiques, métalliques, inertes);Déchets technologiques TFA conditionnés (plastiques, métalliques, inertes);TFA;TFA-05;16,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 90Sr, 121Sn, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA non conditionnés (plastiques, métalliques, inertes);Déchets technologiques TFA non conditionnés (plastiques, métalliques, inertes);Déchets technologiques TFA non conditionnés (plastiques, métalliques, inertes);TFA;TFA-05;3,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 90Sr, 121Sn, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnées (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnées (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnées (métalliques, non métalliques, inertes...);TFA;TFA-05;9,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125Sb, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;11,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 60Co
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;5,38;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Déchets solides souillés au PCB;DSFI - Déchets solides souillés au PCB;DSFI - Déchets solides souillés au PCB;TFA;TFA-05;0,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Déchets électrique et électronique (DEEE);DSFI - Déchets électrique et électronique (DEEE);DSFI - Déchets électrique et électronique (DEEE);TFA;TFA-05;2,67;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;70;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques de catégorie TFA (plastiques, métalliques, inertes...) en C0 (C0 TFA);Déchets technologiques de catégorie TFA (plastiques, métalliques, inertes...) en C0 (C0 TFA);Déchets technologiques de catégorie TFA (plastiques, métalliques, inertes...) en C0 (C0 TFA);TFA;TFA-05;7,875;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques de catégorie TFA (plastiques, métalliques, inertes...) en BI (BI TFA);Déchets technologiques de catégorie TFA (plastiques, métalliques, inertes...) en BI (BI TFA);Déchets technologiques de catégorie TFA (plastiques, métalliques, inertes...) en BI (BI TFA);TFA;TFA-05;64,68;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Déchets électrique et électronique (DEEE);DSFI - Déchets électrique et électronique (DEEE);DSFI - Déchets électrique et électronique (DEEE);TFA;TFA-05;1,118;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;15,17;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA non onditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA non onditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA non onditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;1,77;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets TFA Amiantés conditionnés;Déchets TFA Amiantés conditionnés;Déchets TFA Amiantés conditionnés;TFA;TFA-05;2,7;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets TFA Amiantés non conditionnés;Déchets TFA Amiantés non conditionnés;Déchets TFA Amiantés non conditionnés;TFA;TFA-05;5,276;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Déchet électrique et électronique (DEEE);DSFI - Déchet électrique et électronique (DEEE);DSFI - Déchet électrique et électronique (DEEE);TFA;TFA-05;4,29;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;55Fe, 60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;301;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets TFA Amiantés conditionnés;Déchets TFA Amiantés conditionnés;Déchets TFA Amiantés conditionnés;TFA;TFA-05;2,7;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;75,87;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA (métalliques, non métalliques, inertes...) amiantés;Déchets technologiques TFA (métalliques, non métalliques, inertes...) amiantés;Déchets technologiques TFA (métalliques, non métalliques, inertes...) amiantés;TFA;TFA-05;40,49;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;81,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 90Sr, 137Cs, 154Eu, U, 108mAg
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Déchet électrique et électronique (DEEE);DSFI - Déchet électrique et électronique (DEEE);DSFI - Déchet électrique et électronique (DEEE);TFA;TFA-05;0,16;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Pièces unitaires historiques diverses;Pièces unitaires historiques diverses;Pièces unitaires historiques diverses;TFA;TFA-05;45,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets solides de l'ATD;Déchets solides de l'ATD;Déchets solides de l'ATD;TFA;TFA-05;77,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA non conditionnées (métalliques, non métalliques, inertes...);Déchets technologiques TFA non conditionnées (métalliques, non métalliques, inertes...);Déchets technologiques TFA non conditionnées (métalliques, non métalliques, inertes...);TFA;TFA-05;0,24;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;234U, 235U, 238U
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets TFA amiantés;Déchets TFA amiantés;Déchets TFA amiantés;TFA;TFA-05;2,7;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;63,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA Non Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Non Conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA Non Conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;238,6;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets electriques et electroniques (DEEE);Déchets electriques et electroniques (DEEE);Déchets electriques et electroniques (DEEE);TFA;TFA-05;0,118;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets d'emballages;Déchets d'emballages;Déchets d'emballages;TFA;TFA-05;2,47;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets d'emballages;Déchets d'emballages;Déchets d'emballages;TFA;TFA-05;125;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets TFA vrac;Déchets TFA vrac;Déchets TFA vrac;TFA;TFA-05;27,43;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Conteneurs vides;Conteneurs vides;Conteneurs vides;TFA;TFA-05;46,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;154,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA non conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA non conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA non conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;9;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts de bitume d'éssais inactif TFA;Fûts de bitume d'éssais inactif TFA;Fûts de bitume d'éssais inactif TFA;TFA;TFA-05;16,28;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI -  Batteries au gel;DSFI -  Batteries au gel;DSFI -  Batteries au gel;TFA;TFA-05;1,35;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;22,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;234U, 238U
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA non conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA non conditionnés (métalliques, non métalliques, inertes...);Déchets technologiques TFA non conditionnés (métalliques, non métalliques, inertes...);TFA;TFA-05;24,57;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;234U, 238U
